,geometry,meanHeight,RegionName,quadkey
18531,"POLYGON ((-58.45216049061861 -34.56222445005781, -58.451738998609 -34.56266567748814, -58.45166200535071 -34.56294053214245, -58.45150665501245 -34.56291102944687, -58.4515168702475 -34.56287456259348, -58.45155261593864 -34.56283714670394, -58.451612218136 -34.56262431083054, -58.45161462667926 -34.56262178951803, -58.45152010333157 -34.56256054885763, -58.45154680494409 -34.56246519875046, -58.45144145078416 -34.5623969407919, -58.45144452251227 -34.56238597511822, -58.45149840426055 -34.56232957543614, -58.45186617579312 -34.56239944086342, -58.45185687534759 -34.56235977484927, -58.45188497127865 -34.56233036335374, -58.45188973438632 -34.56231335449823, -58.45186313164913 -34.56230830078248, -58.45189434510137 -34.56227562576997, -58.45192521996039 -34.56230394690429, -58.45195084093891 -34.56227712861688, -58.45196253909612 -34.56223535496055, -58.4519103221857 -34.56220152403425, -58.45191109594636 -34.56219876096371, -58.45187817465533 -34.56217743340741, -58.45194235638316 -34.56211024627036, -58.4520015811368 -34.56212149379587, -58.45216049061861 -34.56222445005781))",-1.0,Argentina,210321300
18538,"POLYGON ((-58.45986804238252 -34.5655766053771, -58.46012364764 -34.56551280277866, -58.46013741532285 -34.56555019624773, -58.46017875210099 -34.56556047874031, -58.46018733971663 -34.56558380296896, -58.46033201506062 -34.56561978249391, -58.46034829052481 -34.565663987119, -58.46031724053815 -34.56574863233563, -58.46018401462796 -34.56571550023914, -58.45993847950645 -34.56577680319542, -58.45989204887719 -34.56576525364115, -58.45986841633297 -34.56570106704731, -58.45982623481726 -34.56569057687572, -58.45986804238252 -34.5655766053771))",-1.0,Argentina,210321300
20331,"POLYGON ((-58.47460998552042 -34.55590378246828, -58.47453304048059 -34.55601983323164, -58.47422005926234 -34.55587906314315, -58.47459352646923 -34.5553158586806, -58.47513069141338 -34.55555746174937, -58.4750415557356 -34.55569188210583, -58.474963047013 -34.55565657098893, -58.474890835831 -34.55576546837986, -58.47495901445853 -34.5557961332579, -58.47501153112258 -34.5557899161895, -58.47505582939751 -34.55580983778144, -58.47514688970631 -34.55567249759167, -58.47523807672546 -34.55565740202434, -58.47531180648424 -34.55572312401634, -58.47512240334886 -34.55600878770315, -58.47510486357292 -34.55600089881393, -58.47491886204957 -34.5562813952041, -58.47464189136786 -34.55603450761231, -58.47460998552042 -34.55590378246828))",-1.0,Argentina,210321300
20402,"POLYGON ((-58.45112609825856 -34.55735432807616, -58.45111162681912 -34.55757236305763, -58.45101535494079 -34.5575680292212, -58.45101813228774 -34.55752618416585, -58.45097267056742 -34.55752413763086, -58.45097676349979 -34.55746247119367, -58.45096071818673 -34.55746174888667, -58.45096831934683 -34.55734722538104, -58.45112609825856 -34.55735432807616))",-1.0,Argentina,210321300
23460,"POLYGON ((-58.47701523303094 -34.55288073096938, -58.47695657456701 -34.55295164441064, -58.47684848968834 -34.55289099835107, -58.47690714815227 -34.55282008485811, -58.47701523303094 -34.55288073096938))",-1.0,Argentina,210321300
24337,"POLYGON ((-58.46537940263097 -34.567007598423, -58.46529019562256 -34.5670185647846, -58.46526551932367 -34.56688245006033, -58.46540720104295 -34.56686503286863, -58.46541503478862 -34.56690824392535, -58.46545963829285 -34.56690276073749, -58.46547178059865 -34.56696973783549, -58.46537470238358 -34.5669816718226, -58.46537940263097 -34.567007598423))",-1.0,Argentina,210321300
26204,"POLYGON ((-58.47167963851377 -34.56372007351116, -58.47179142496663 -34.56359646742179, -58.47183800745513 -34.56362503646049, -58.47180074530419 -34.56366623849657, -58.47189468221666 -34.5637238499436, -58.47187797950356 -34.5637423204217, -58.47204110790683 -34.56384236684784, -58.47198328732775 -34.56390630086588, -58.47167963851377 -34.56372007351116))",-1.0,Argentina,210321300
26984,"POLYGON ((-58.46613151681537 -34.55121590022392, -58.4656889333886 -34.55179978460869, -58.46525523850126 -34.55192953344842, -58.46545986735759 -34.55203474972792, -58.46501285136512 -34.55262447601261, -58.4642717340455 -34.55224340960292, -58.46449945917374 -34.55194298215142, -58.46476193822445 -34.55207794385842, -58.46456455272462 -34.55233834525201, -58.4647842641216 -34.55227262703416, -58.46488605636989 -34.55213835236407, -58.46504697035513 -34.55209022102088, -58.46492332286472 -34.5519605370452, -58.46481732002028 -34.5520291016891, -58.46456093042399 -34.55189727098815, -58.46468733227731 -34.55173051418608, -58.4650438925447 -34.55162384153077, -58.46490294522107 -34.55147602547154, -58.46515801932661 -34.55139971435983, -58.46521649055165 -34.55132257524126, -58.46494245172002 -34.55140456014725, -58.4653619510096 -34.55085112730627, -58.46568307386042 -34.55101624467031, -58.46534057783575 -34.55123777988484, -58.4653773913696 -34.5512567088734, -58.46528034123784 -34.55138472955488, -58.46549111922227 -34.55149312045711, -58.46542021403457 -34.55133231847235, -58.46554633098103 -34.55129458771655, -58.46564933909206 -34.55140262557461, -58.46588640770184 -34.55108986850738, -58.46613151681537 -34.55121590022392))",-1.0,Argentina,210321300
27446,"POLYGON ((-58.45073924832542 -34.5527064356106, -58.4500719580292 -34.55236167587866, -58.450094122753974 -34.55228986193079, -58.45007226400684 -34.552293352165464, -58.45005963437456 -34.55228682696733, -58.44996936959813 -34.55190335639223, -58.45008504059217 -34.55192757347719, -58.45011497566237 -34.55205474637201, -58.45013413019525 -34.55206464273843, -58.45010825621214 -34.55214847494422, -58.45018005163826 -34.55218556866669, -58.450234903304676 -34.55217681036774, -58.45025094045362 -34.552244940666355, -58.45031217046019 -34.552235163929225, -58.450323998607146 -34.55219684055467, -58.45041420465878 -34.55224345145464, -58.450394094804516 -34.552158019153254, -58.45044321074427 -34.55215017668915, -58.450429620518946 -34.552092441545, -58.45043871841852 -34.55206295604596, -58.450423512937725 -34.55205509999372, -58.45041744783886 -34.55202933370349, -58.450335632937566 -34.5520122095281, -58.45031426527724 -34.55192143345862, -58.45033675536274 -34.55189190887748, -58.45037790291988 -34.55190052360521, -58.45038750941036 -34.55186939830733, -58.450541049493594 -34.551901543743696, -58.450576786087055 -34.55192000741795, -58.450756554666356 -34.552683713836856, -58.45073924832542 -34.5527064356106))",-1.0,Argentina,210321300
29835,"POLYGON ((-58.44537903634844 -34.5526952561501, -58.44522359029661 -34.55263002444477, -58.44527458377431 -34.55254759655568, -58.44543002982614 -34.55261282832566, -58.44537903634844 -34.5526952561501))",-1.0,Argentina,210321300
30255,"POLYGON ((-58.45461906171886 -34.56618524115339, -58.45454254118515 -34.5662575677717, -58.45448633058274 -34.56625687449167, -58.4544855893575 -34.56629762714492, -58.45444172007728 -34.56629708860666, -58.45440048162042 -34.56633606683344, -58.45440117456362 -34.56629778988723, -58.45436368328634 -34.56629732748445, -58.45435660095615 -34.5663040216419, -58.45432230581229 -34.56627941747257, -58.4543234310136 -34.56621755374756, -58.45436980840886 -34.56617371465587, -58.45439363737565 -34.5661740085535, -58.45441177238899 -34.56615686609011, -58.45441256626498 -34.56611301370053, -58.45450777651799 -34.56602301430765, -58.45462198673763 -34.56602442293666, -58.45461906171886 -34.56618524115339))",-1.0,Argentina,210321300
30426,"POLYGON ((-58.44612182339311 -34.55159182751186, -58.44595996829783 -34.55150467634184, -58.44597560982648 -34.55138743617367, -58.44603364370364 -34.55131432468929, -58.44603656899923 -34.55129239826873, -58.44607367222106 -34.55129575401693, -58.44607606801114 -34.55127779647731, -58.44608858021312 -34.5512845337168, -58.44609706926617 -34.55122090436579, -58.44615849669539 -34.55114351750393, -58.44618120816513 -34.55114557292343, -58.44618558101413 -34.55111277547309, -58.44626079568111 -34.55101801918441, -58.44629719671236 -34.55102131353318, -58.44636811341321 -34.55105949899263, -58.44648200909953 -34.55106980015462, -58.44647810655033 -34.5510990516123, -58.44639750394316 -34.55120059558594, -58.44638883361882 -34.55126558366402, -58.44612182339311 -34.55159182751186))",-1.0,Argentina,210321300
33105,"POLYGON ((-58.4416983762672 -34.5607021080323, -58.44124996656527 -34.56061260589367, -58.4413168947864 -34.56038519753605, -58.44176530448833 -34.56047469991938, -58.4416983762672 -34.5607021080323))",-1.0,Argentina,210321300
34420,"POLYGON ((-58.44639977080909 -34.5653628706291, -58.44644935255447 -34.56529113269588, -58.44657496107958 -34.56535000324091, -58.4466153183142 -34.56529161189553, -58.4466528030161 -34.56530918033177, -58.44664703716139 -34.56531752170234, -58.44684658843755 -34.56541104788776, -58.44677279235141 -34.56551782044919, -58.44674138250998 -34.56550309923291, -58.44673100397149 -34.56551811366427, -58.44639977080909 -34.5653628706291))",-1.0,Argentina,210321300
34701,"POLYGON ((-58.45485117147258 -34.55532613806599, -58.45458519065772 -34.55545893923522, -58.45453647755633 -34.55543471282648, -58.45448781101759 -34.5555010788638, -58.45442801673796 -34.55547134148451, -58.4543830212331 -34.55547206769103, -58.45435907522534 -34.55550472259716, -58.45435983391506 -34.55553660725714, -58.45429093127299 -34.55563056892115, -58.45429162324184 -34.55565954603959, -58.45395452531821 -34.55582787388555, -58.45392786361614 -34.55581461432358, -58.45392762356003 -34.55580456167297, -58.45390133811227 -34.55576885730929, -58.45390023553279 -34.55572252047865, -58.4538462324768 -34.55569566019712, -58.45389917586359 -34.55562346203422, -58.45398603454192 -34.55562206017804, -58.45405868023826 -34.55552299414501, -58.45400654574827 -34.55549706319711, -58.45414061245103 -34.55531421654459, -58.45417248549985 -34.55529830268046, -58.45421076433094 -34.55524610212593, -58.45421038203352 -34.55523003565797, -58.45428366977414 -34.55513008202217, -58.45436384971253 -34.55512878332824, -58.45440281900892 -34.55507564108275, -58.45468112221022 -34.55521406571269, -58.45468625375957 -34.55522103610787, -58.45473280318514 -34.55524418920199, -58.45475960986306 -34.5552806017987, -58.45485117147258 -34.55532613806599))",-1.0,Argentina,210321300
34892,"POLYGON ((-58.44991370455463 -34.56718765609862, -58.44982482665583 -34.56704883966695, -58.44991297665442 -34.56701056927396, -58.44981905596451 -34.56686387629863, -58.44975837156968 -34.56684119188596, -58.44978076317507 -34.56697741315406, -58.44968081421622 -34.56702080609114, -58.44961918843902 -34.56692455397918, -58.44959436027851 -34.56677350960788, -58.44963104660207 -34.56670696018598, -58.44985494930785 -34.56668199040654, -58.44992290353022 -34.5667073884827, -58.44990300704026 -34.56658640863751, -58.4500278197845 -34.56653222077743, -58.4501229574846 -34.56668081516922, -58.45022309583767 -34.56666964767052, -58.45012505071833 -34.56651651219198, -58.45020143526054 -34.56648334957013, -58.45026351545165 -34.56650655584473, -58.45034240177216 -34.5666297674655, -58.4503059158374 -34.56664560793814, -58.45029458891826 -34.56666615512343, -58.45056437907092 -34.56676700545209, -58.4506642801695 -34.56692303928931, -58.45062533446116 -34.5669273825287, -58.4506145273144 -34.56694698677344, -58.45057349377855 -34.56693164805758, -58.45057184139872 -34.5669210968329, -58.45056298902924 -34.56690727047813, -58.44991556331696 -34.56718835081197, -58.44991370455463 -34.56718765609862))",-1.0,Argentina,210321300
35384,"POLYGON ((-58.4685867922137 -34.56350593619459, -58.46811734974682 -34.56319632680221, -58.46817571465649 -34.56306509564095, -58.46791454439363 -34.56312797113142, -58.46760355141834 -34.56292284453021, -58.46772949877226 -34.56279333955224, -58.46780051640698 -34.56270376793174, -58.4682967231841 -34.56219354233298, -58.46870029594614 -34.56231526463677, -58.46842921756613 -34.56259397713993, -58.46839182977587 -34.56248865873108, -58.4683317605251 -34.5624705377236, -58.4683745652707 -34.5626402766873, -58.46862596547334 -34.56271611605625, -58.46866455900149 -34.5626293395764, -58.46860055978411 -34.56264474716671, -58.46856801188395 -34.56262328080355, -58.4685721198753 -34.56261404409265, -58.4687210765616 -34.56257818326776, -58.46880454929121 -34.56239053257976, -58.46931055597245 -34.5627242601978, -58.46924625425893 -34.56286881298229, -58.46901363435441 -34.56271537972806, -58.46868397820164 -34.56279474319449, -58.4688144529533 -34.56288079518333, -58.46876183148314 -34.56299909011678, -58.46888584476444 -34.56296923447267, -58.46885183775214 -34.56287341694279, -58.46912253576539 -34.56295506200783, -58.4685867922137 -34.56350593619459))",-1.0,Argentina,210321300
38444,"POLYGON ((-58.4673731449485 -34.55621848541684, -58.46760979396216 -34.55632381814108, -58.46751824780071 -34.55646332045337, -58.4672816057147 -34.55635797734908, -58.4673731449485 -34.55621848541684))",-1.0,Argentina,210321300
38919,"POLYGON ((-58.44096029294718 -34.563821712942, -58.44178053611707 -34.56334513177181, -58.44178163010557 -34.5632759272037, -58.4418335197792 -34.5632764834743, -58.44202472448727 -34.56321974026875, -58.44216351321676 -34.56338174536222, -58.44216304851436 -34.56341114191993, -58.44242900403339 -34.56372155428049, -58.44202298399998 -34.5639574610383, -58.44202129245816 -34.56406446530185, -58.44188713305976 -34.56414241467793, -58.44185175800753 -34.56410112254932, -58.44164058187421 -34.56422382014891, -58.44163717800333 -34.56443914281635, -58.44149935201762 -34.5644800443945, -58.44144706173572 -34.56436055558169, -58.44138929938819 -34.5643941165858, -58.44134126671533 -34.56433804979989, -58.44130350637862 -34.56433764500458, -58.44130246154531 -34.56440373922314, -58.44124240884438 -34.5644215606203, -58.44116736794001 -34.56433397681273, -58.44110232767334 -34.5643328140456, -58.44109205916985 -34.56430934940346, -58.44109211798083 -34.56430562912745, -58.44104908373451 -34.56425540175361, -58.44103284129551 -34.56425522763254, -58.44097331365104 -34.56418574995686, -58.4409749657685 -34.56408123976972, -58.44095653044721 -34.56405972295022, -58.44096029294718 -34.563821712942))",-1.0,Argentina,210321300
40292,"POLYGON ((-58.44684527466696 -34.55313211110344, -58.44687117295915 -34.55309979972333, -58.44691862163953 -34.55312559422795, -58.44689272525987 -34.55315790663772, -58.44684527466696 -34.55313211110344))",-1.0,Argentina,210321300
40791,"POLYGON ((-58.4727820514071 -34.55351446384378, -58.47271609794705 -34.5536546824634, -58.47265546036314 -34.55363533597964, -58.47272141382319 -34.5534951173274, -58.4727820514071 -34.55351446384378))",-1.0,Argentina,210321300
41470,"POLYGON ((-58.442203805593216 -34.55397332860376, -58.44223610581365 -34.553917531110116, -58.44231915286007 -34.553950140288194, -58.44228685263963 -34.55400593775995, -58.442203805593216 -34.55397332860376))",-1.0,Argentina,210321300
41803,"POLYGON ((-58.44132777047746 -34.55660890802405, -58.44170279321623 -34.55613154722469, -58.44177510642201 -34.55616897753292, -58.44176333234544 -34.55626661498606, -58.44173147645739 -34.55630835811488, -58.44172744941907 -34.55634175260288, -58.44162670028155 -34.55647377146663, -58.44159388151789 -34.55647108526672, -58.44155241479445 -34.55652542204707, -58.44154651374824 -34.5565743567402, -58.44151563673095 -34.55657183125412, -58.4414953300796 -34.55659843750492, -58.44149255729702 -34.55662143091335, -58.44142565993213 -34.55670909108582, -58.44142235448217 -34.55673650162231, -58.44137209743711 -34.55673239101728, -58.44131635912214 -34.55670353708422, -58.44132777047746 -34.55660890802405))",-1.0,Argentina,210321300
