,geometry,meanHeight,RegionName,quadkey
904726,"POLYGON ((-58.4462631576627 -34.5651735500176, -58.44635479613758 -34.56522070355184, -58.44630537203354 -34.56528583050894, -58.44623881482819 -34.56525158283335, -58.44625930609877 -34.5652245781188, -58.44623422881013 -34.56521167434131, -58.4462631576627 -34.5651735500176))",-1.0,Argentina,210321300
906213,"POLYGON ((-58.47570937869881 -34.56133844551556, -58.475671021186244 -34.56132472297318, -58.475691608566024 -34.5612857022972, -58.47572996607859 -34.56129942484604, -58.47570937869881 -34.56133844551556))",-1.0,Argentina,210321300
907805,"POLYGON ((-58.45539841116691 -34.56468881190393, -58.45532253522501 -34.56473876575919, -58.45538349327993 -34.56480155948796, -58.45489229009866 -34.56573102908806, -58.45487579805539 -34.56574188669317, -58.45478676567326 -34.56570998026677, -58.45471327397362 -34.56584906500608, -58.45478773127172 -34.56592576346004, -58.45466336671841 -34.56600763915273, -58.45458749468389 -34.56592948345516, -58.45435559749604 -34.5660821534359, -58.45422495229274 -34.56603534199043, -58.45407183992302 -34.56587763489476, -58.45414195004303 -34.56574497126266, -58.45407203978413 -34.56571992163943, -58.45399398461714 -34.56586761906375, -58.45368618859215 -34.56575731469185, -58.45386050040759 -34.56542742481199, -58.45440122059414 -34.56507143735027, -58.4549143614586 -34.56525530268641, -58.4549815232789 -34.56512819649168, -58.45451135065725 -34.56495969991994, -58.45472780043701 -34.56455012454458, -58.45481231194582 -34.56458040638293, -58.45476128458504 -34.56467697817833, -58.45485527904665 -34.56471065785982, -58.45489010920092 -34.56476068697441, -58.45510294729349 -34.56483695008595, -58.45515185145906 -34.56480475347131, -58.45506364259185 -34.56471389624964, -58.45512807882063 -34.56459194754612, -58.45539841116691 -34.56468881190393))",-1.0,Argentina,210321300
909283,"POLYGON ((-58.47778471244922 -34.56731700527946, -58.47788203297799 -34.56718781254953, -58.47800514159082 -34.56725069664839, -58.47802987348967 -34.56721786140987, -58.47805784698988 -34.56723214871046, -58.47793579166994 -34.56739417668814, -58.47778471244922 -34.56731700527946))",-1.0,Argentina,210321300
917507,"POLYGON ((-58.4467187291145 -34.56552220085716, -58.44664797036802 -34.56561783974253, -58.44634280621421 -34.56546475467937, -58.4464135744506 -34.56536910279115, -58.4467187291145 -34.56552220085716))",-1.0,Argentina,210321300
920283,"POLYGON ((-58.46830447128179 -34.556856403391, -58.46835707656028 -34.55679618248796, -58.46835614154867 -34.55674198363796, -58.46892833795651 -34.55608694756633, -58.46907986875284 -34.55612091545413, -58.46903928153348 -34.55624372256742, -58.46907066051213 -34.55624335540028, -58.46915380277854 -34.55614817597237, -58.46976710827163 -34.55651155196787, -58.46939836440777 -34.55693367911512, -58.46911824763038 -34.55676771439325, -58.46928126881039 -34.55658107426784, -58.46935048272745 -34.55658026439531, -58.46937027600494 -34.55652039038357, -58.4689111562606 -34.55652576255065, -58.4686556131175 -34.55681832947732, -58.46867944666711 -34.55683245047953, -58.46878371217344 -34.55671309046159, -58.46901792834588 -34.55685185992107, -58.46885526646327 -34.55703808808735, -58.46896495181851 -34.55703681098754, -58.46903480538019 -34.55695684494498, -58.46923217972835 -34.55707378586609, -58.46923302176024 -34.55712283649252, -58.46920190944444 -34.55712320053556, -58.46916136393209 -34.55724587997561, -58.46900258306409 -34.55721028735708, -58.46895601775826 -34.55726359880869, -58.46854970681275 -34.55702286690197, -58.46856079408741 -34.55698932844547, -58.46846150614974 -34.55699049020858, -58.46830518670503 -34.55689787353548, -58.46830447128179 -34.556856403391))",-1.0,Argentina,210321300
920543,"POLYGON ((-58.44603919964447 -34.55278552171046, -58.44572901141503 -34.55261015254123, -58.44570477527122 -34.55261412295269, -58.44566092752708 -34.5525893330006, -58.44567332020127 -34.55257446572953, -58.44566646278755 -34.55254607167882, -58.44540242286507 -34.55239679268155, -58.44540489438032 -34.55240702634481, -58.44521656297023 -34.55230055015916, -58.44520966420157 -34.55227199482628, -58.44516195566489 -34.55227981331173, -58.44512194445117 -34.55225719000028, -58.44509695999237 -34.55215373802199, -58.44514397025559 -34.55209733458487, -58.44512027038427 -34.55208393407368, -58.44524239954952 -34.55193740193944, -58.4453991884337 -34.55202604544813, -58.44536346809665 -34.55206890314635, -58.44536967871521 -34.55209461920187, -58.4454238120649 -34.55212522757016, -58.44538877161423 -34.55216726948242, -58.44547013619648 -34.55221327503556, -58.44552094563236 -34.55215231956565, -58.44565700067577 -34.55222924061898, -58.44566829341202 -34.55227599989649, -58.44570918432052 -34.55222693860358, -58.44575061518876 -34.55225036463061, -58.44576871353843 -34.55232530354509, -58.44583201502623 -34.55231493333783, -58.44623945120618 -34.55254528371073, -58.44603919964447 -34.55278552171046))",-1.0,Argentina,210321300
920678,"POLYGON ((-58.47321709927199 -34.56441243338342, -58.47317639256397 -34.56446878107194, -58.47303876904633 -34.56440135967068, -58.47307948352388 -34.56434500781126, -58.47321709927199 -34.56441243338342))",-1.0,Argentina,210321300
927484,"POLYGON ((-58.45311392554712 -34.55486420457366, -58.45318775202973 -34.554770549625, -58.45319528869936 -34.55473036528979, -58.45320936716637 -34.55471250557903, -58.4532327464758 -34.55458785063402, -58.45326897535453 -34.5545662973062, -58.45328889200346 -34.55446010456888, -58.45335278702746 -34.55446823301672, -58.45338331547035 -34.55450304317363, -58.45340880231111 -34.5545062854974, -58.45343715324281 -34.55453860959358, -58.45351635943809 -34.55454868585261, -58.45349030595674 -34.55468759913178, -58.45353519193833 -34.5546608981284, -58.45357451854432 -34.55468192547043, -58.45357934011373 -34.55465621759672, -58.45355477113338 -34.5546282027892, -58.45358106012192 -34.55459485296841, -58.4536482030302 -34.55463075329224, -58.45374304776216 -34.55473890004932, -58.45385118764569 -34.55479672074406, -58.45392542015355 -34.5548061642435, -58.45395348203687 -34.55483816176836, -58.45416560168607 -34.55495157863514, -58.45418787925057 -34.55497698055477, -58.45395453292105 -34.55527296651037, -58.45388134636911 -34.55531650214716, -58.45346888322303 -34.55509596575284, -58.45343595855829 -34.55509177914934, -58.45344540012021 -34.55504143841995, -58.45311392554712 -34.55486420457366))",-1.0,Argentina,210321300
927754,"POLYGON ((-58.46385829641367 -34.56342361115006, -58.46391896169771 -34.5633472936985, -58.46516427241847 -34.56288614186698, -58.46516044106292 -34.56290456466566, -58.46568448196475 -34.56318705888731, -58.46547659721074 -34.56326405270808, -58.46554067318402 -34.56338137738766, -58.46529516432371 -34.56355283371917, -58.46494615257298 -34.56399189147503, -58.46485497535155 -34.56397903242561, -58.46464117438392 -34.56386378015833, -58.46487661011761 -34.56369935923058, -58.46503419002133 -34.5637215833611, -58.46484843255976 -34.56354120500102, -58.4649561013354 -34.56340575689421, -58.4651928565865 -34.56343914755946, -58.46515340511421 -34.56336689977226, -58.46516595688541 -34.563358133965, -58.46518828862961 -34.56331274352738, -58.46524228901963 -34.56324481048293, -58.46513037406936 -34.56328626015789, -58.46501902342676 -34.56317813345039, -58.46507642013248 -34.56310592768723, -58.46509370284544 -34.56313757283527, -58.46516279988128 -34.56311198546902, -58.46522998199755 -34.5630274694654, -58.46490688765844 -34.56314711478478, -58.46467051991161 -34.56344446777344, -58.46447495953635 -34.56333904766973, -58.46396551792438 -34.56352772797163, -58.46385829641367 -34.56342361115006))",-1.0,Argentina,210321300
929222,"POLYGON ((-58.45714973298466 -34.56410759049921, -58.45732105250296 -34.56388595694669, -58.45754589825853 -34.56400381958312, -58.45753866832266 -34.56402738409847, -58.4576156024599 -34.564043391269, -58.45770201930782 -34.56408868535421, -58.45747486097469 -34.56437055351537, -58.45741016180617 -34.56435709577495, -58.45735041566709 -34.56443438810949, -58.45717417370289 -34.56439771879253, -58.45718010813122 -34.56437837144952, -58.45713281374907 -34.56435358290305, -58.4571638564794 -34.56425240574474, -58.4571773625774 -34.56423493315542, -58.45725930592413 -34.56425198251591, -58.45729900216012 -34.56420062257132, -58.45730290936262 -34.56418788433291, -58.45714973298466 -34.56410759049921))",-1.0,Argentina,210321300
929392,"POLYGON ((-58.46941428247305 -34.55511931888351, -58.46940549448584 -34.55515078908269, -58.46951130677839 -34.55517083705459, -58.4695007581458 -34.5552086006913, -58.46940650472469 -34.5551907427562, -58.46939595609209 -34.5552285063839, -58.46924820748603 -34.55520051286896, -58.46927809527838 -34.5550935158433, -58.46941428247305 -34.55511931888351))",-1.0,Argentina,210321300
930169,"POLYGON ((-58.449602667388135 -34.55207380686028, -58.44970303651692 -34.55195063237069, -58.44965879622775 -34.551896300308485, -58.44969828003863 -34.55184784510617, -58.44969601755259 -34.551798812948704, -58.449733832239374 -34.55179763150791, -58.44976523320458 -34.55175909566749, -58.44965143359654 -34.55176265109981, -58.449644439960714 -34.55161108613703, -58.44970593403253 -34.55153561929828, -58.44960859890975 -34.551538660340114, -58.44963522868629 -34.551505976280865, -58.44968141884039 -34.55150453049846, -58.44969560800583 -34.55152195829784, -58.44971529753348 -34.551497794870386, -58.44970912720841 -34.55136382543466, -58.44975325663363 -34.55130966870719, -58.44971242708722 -34.55133221837019, -58.449768647776764 -34.551263215714215, -58.449815348689704 -34.55126175394045, -58.44984561277438 -34.55129892193533, -58.44986559136644 -34.551732694539055, -58.44979126896479 -34.55177374597058, -58.449842308804826 -34.55177215133702, -58.44984424277139 -34.551814063899315, -58.44983888607576 -34.551814231258035, -58.449845224655604 -34.551951599628154, -58.44975914228727 -34.55199914646373, -58.44987233599302 -34.55199560344673, -58.44988307663719 -34.552228801250365, -58.449602667388135 -34.55207380686028))",-1.0,Argentina,210321300
932224,"POLYGON ((-58.44726431725191 -34.55569495093563, -58.44717653543306 -34.55562775629208, -58.44729557501155 -34.555522276651075, -58.44738335683042 -34.55558947137979, -58.44726431725191 -34.55569495093563))",-1.0,Argentina,210321300
933046,"POLYGON ((-58.44110595282356 -34.55117916337946, -58.4410317688175 -34.55130093600438, -58.44104891091812 -34.55130801998503, -58.44101235648034 -34.551368023816536, -58.44097807227912 -34.551353855864846, -58.44093721731925 -34.551420918930816, -58.44084079300334 -34.55138107158588, -58.440904738926235 -34.55127610482802, -58.44087045376317 -34.551261938439566, -58.440917247245956 -34.55118512718788, -58.440951531447176 -34.55119929516832, -58.44099238640703 -34.55113223192372, -58.44110595282356 -34.55117916337946))",-1.0,Argentina,210321300
933778,"POLYGON ((-58.44328224154347 -34.56503886901184, -58.4433842145348 -34.56489951858727, -58.44359672423261 -34.56500497315577, -58.44353506614483 -34.56508923147308, -58.44363541794656 -34.56513902936683, -58.4435868029158 -34.56520546370936, -58.44347070965497 -34.56514785442464, -58.44345702161112 -34.56516655967572, -58.44340783107341 -34.5651421468755, -58.44342981772249 -34.56511210124258, -58.44328224154347 -34.56503886901184))",-1.0,Argentina,210321300
935119,"POLYGON ((-58.46895036104744 -34.557451483777, -58.46863605362487 -34.55784556421142, -58.46855704966486 -34.55780283178311, -58.46855996509955 -34.55777954205924, -58.4685680635521 -34.55776938818873, -58.46857355203035 -34.55772551409753, -58.4686562622315 -34.55762181160816, -58.46865918268432 -34.55759846589756, -58.46861000505753 -34.55759429338859, -58.46860335437304 -34.55759069570844, -58.46848970045063 -34.55758104611243, -58.46848809352252 -34.5575938916851, -58.46845692154405 -34.55763297530557, -58.46839991871821 -34.55760213970191, -58.46839595299731 -34.55760180299912, -58.46852462618218 -34.55744047158092, -58.46852987644242 -34.55739853009682, -58.46845588865862 -34.55735850638753, -58.46844360428029 -34.55737390866324, -58.46835561446004 -34.55736643801549, -58.46835979350819 -34.55733303115706, -58.46830995490529 -34.55730607093382, -58.46843918689083 -34.55714403831038, -58.46856285616676 -34.55721093739628, -58.4685441270335 -34.55723173129286, -58.46895036104744 -34.557451483777))",-1.0,Argentina,210321300
936503,"POLYGON ((-58.47283377365357 -34.56583627846472, -58.47307243797154 -34.56551362144879, -58.47317958407986 -34.565463047495, -58.47316131145183 -34.56543698455, -58.473203626817 -34.56537977703219, -58.47324894387901 -34.56537834261937, -58.47336340296216 -34.56522358368179, -58.47341797806396 -34.56525095814068, -58.47344842184103 -34.56523648436597, -58.47359754142258 -34.56531127299452, -58.47365240131179 -34.56538951235204, -58.4735207171334 -34.56556754032354, -58.47337888784839 -34.56549640007738, -58.47334131094814 -34.56554720727904, -58.47345575156046 -34.56560460299646, -58.47335271391599 -34.56574390249231, -58.47327103250259 -34.56570293195173, -58.47313642670613 -34.56576692672024, -58.47310072474592 -34.56579052646397, -58.47300200909025 -34.56583745816891, -58.47320502010557 -34.56593928616378, -58.47321338227788 -34.56595121337747, -58.47310374063274 -34.56600333944806, -58.47286800441831 -34.56588509694845, -58.47283377365357 -34.56583627846472))",-1.0,Argentina,210321300
939389,"POLYGON ((-58.44672841245461 -34.55193639319397, -58.44669557540741 -34.55201551251773, -58.44656108604986 -34.55197764954504, -58.44659392309704 -34.55189853018524, -58.44672841245461 -34.55193639319397))",-1.0,Argentina,210321300
939424,"POLYGON ((-58.46957945353043 -34.553047296736594, -58.46961409073465 -34.553061242903354, -58.46963843214022 -34.553020234976984, -58.469722860325504 -34.55305422876542, -58.46963290295711 -34.55320577963499, -58.469513837567604 -34.55315783976029, -58.46957945353043 -34.553047296736594))",-1.0,Argentina,210321300
939681,"POLYGON ((-58.44333023489051 -34.55556500583933, -58.44323178444969 -34.55571094827148, -58.44320104066745 -34.55569688131409, -58.44317143471498 -34.55574076898462, -58.443104863785 -34.55571030916079, -58.44303706760117 -34.55581079707127, -58.44297862207875 -34.55578405171791, -58.44295926491577 -34.55581274662241, -58.44279636649688 -34.5557382023845, -58.44281518712427 -34.55571030632548, -58.44284486551538 -34.55572388580616, -58.4428710553964 -34.55568506209094, -58.44284547857552 -34.55567335929676, -58.44301569224574 -34.55542106692634, -58.44333023489051 -34.55556500583933))",-1.0,Argentina,210321300
940713,"POLYGON ((-58.478093461554046 -34.56721583687295, -58.47811202958694 -34.56718443478462, -58.478179244756824 -34.56721138105358, -58.47816067487231 -34.56724278626314, -58.478093461554046 -34.56721583687295))",-1.0,Argentina,210321300
942898,"POLYGON ((-58.45050280176849 -34.55803499826165, -58.45072801065594 -34.55795123240758, -58.45075244716724 -34.55796227792489, -58.45074695978559 -34.55806011058239, -58.45055219403528 -34.55833219787964, -58.45039619102165 -34.55826167444621, -58.45040120539211 -34.5581724104139, -58.45042990667041 -34.55812934973081, -58.45045130373321 -34.55812139239545, -58.45047174122499 -34.5580907298995, -58.45050026708994 -34.5580801197907, -58.45050280176849 -34.55803499826165))",-1.0,Argentina,210321300
946577,"POLYGON ((-58.46666768882655 -34.56392148315021, -58.46650617723094 -34.56386639379504, -58.46654600465424 -34.56378720941824, -58.46670752199412 -34.56384230078513, -58.46666768882655 -34.56392148315021))",-1.0,Argentina,210321300
947609,"POLYGON ((-58.44380242464673 -34.5656298456525, -58.44378570391203 -34.56567422494224, -58.44376356784313 -34.56568321417939, -58.44372811999663 -34.56571679225222, -58.44372441622433 -34.56572662481858, -58.44356250626407 -34.56587875159835, -58.44354386418135 -34.56592824144266, -58.44349627200563 -34.56591608479756, -58.44351900337873 -34.56589455249328, -58.44352706548732 -34.56587314970265, -58.44347679902686 -34.56586030994652, -58.44350385475904 -34.56584932134705, -58.44351380253362 -34.565822912591, -58.44349160549325 -34.56578584670717, -58.44347321535676 -34.56580326679617, -58.44342965266389 -34.56577207895063, -58.44344901552246 -34.56572068713379, -58.44339422832648 -34.56568146644476, -58.44337794615445 -34.56565427750078, -58.44343855065696 -34.56562966660501, -58.44346865619521 -34.5656373566005, -58.44350538619743 -34.56560256396855, -58.44355207858109 -34.56561449082147, -58.44356562291774 -34.56557853402423, -58.4436154694006 -34.56553131672008, -58.44363220437185 -34.5655245208026, -58.44368887090879 -34.56553899541325, -58.4437233318874 -34.56556366515103, -58.44375583797155 -34.56561794580341, -58.44380242464673 -34.5656298456525))",-1.0,Argentina,210321300
949467,"POLYGON ((-58.44745314582813 -34.55565213371833, -58.44743610789165 -34.55569715720422, -58.44736521026159 -34.5556789595136, -58.44738224678849 -34.55563393974273, -58.44745314582813 -34.55565213371833))",-1.0,Argentina,210321300
949997,"POLYGON ((-58.44218384007913 -34.56587440113337, -58.44213814091746 -34.56625278684507, -58.44227144247684 -34.56620874211134, -58.44239067007548 -34.56645338820441, -58.44231198461743 -34.56650494121853, -58.4421839562592 -34.56637243363755, -58.44215176330324 -34.5666388000884, -58.44232558640429 -34.56665303570296, -58.44238996447858 -34.56678515710993, -58.4420788939773 -34.56698896278991, -58.4419699903372 -34.56676546317534, -58.44189631230122 -34.56670485147976, -58.44185075257559 -34.56661136670634, -58.44190430530568 -34.56616795576208, -58.44169904445781 -34.56615114538766, -58.44153275240018 -34.56626009671372, -58.4417063859923 -34.56627432687993, -58.44164967536927 -34.56674388416968, -58.44159286955128 -34.56668509112835, -58.44135771848314 -34.56620249525758, -58.44160372848743 -34.56604131411909, -58.4413508338663 -34.56552229937513, -58.44160599120728 -34.56535512369992, -58.44166718347915 -34.56548068703259, -58.44182283165464 -34.56548783155185, -58.4417844217488 -34.56580586435288, -58.44189392671224 -34.56573411845204, -58.44196897930948 -34.56588814857982, -58.44180259469655 -34.56599716089102, -58.44187773956024 -34.56607493516273, -58.44218384007913 -34.56587440113337))",-1.0,Argentina,210321300
950322,"POLYGON ((-58.45056389291297 -34.55559588272216, -58.45062551654456 -34.55562675717511, -58.45061241715891 -34.55564449319633, -58.4506721699103 -34.55567443029018, -58.45040234576921 -34.55603971790782, -58.45028096451402 -34.55597891119008, -58.45056389291297 -34.55559588272216))",-1.0,Argentina,210321300
951235,"POLYGON ((-58.45444858074188 -34.55200402668754, -58.45444858074188 -34.55204908983383, -58.45424650304882 -34.55230407566093, -58.454022109508514 -34.55218344558381, -58.454022109508514 -34.55213487402166, -58.454142808914185 -34.55198258911989, -58.454142808914185 -34.5519637972062, -58.45405483553718 -34.5519637972062, -58.45395329380188 -34.552091924904246, -58.453853802115034 -34.552091924904246, -58.453786075115204 -34.552055512064825, -58.453786075115204 -34.552020166497186, -58.45374047756195 -34.551995651345194, -58.45374047756195 -34.55194755560619, -58.45378012762458 -34.55189752418151, -58.45385044813156 -34.55189752418151, -58.45385044813156 -34.55187091334807, -58.4542198090377 -34.55140489304341, -58.454247415065765 -34.55140489304341, -58.454247415065765 -34.551368808142854, -58.45432827918427 -34.55126677106672, -58.45449149608612 -34.551354524036086, -58.45449149608612 -34.55137320164073, -58.45459695833763 -34.551429896892685, -58.454516974255895 -34.551530812490725, -58.454488813877106 -34.551530812490725, -58.454488813877106 -34.551507572521444, -58.4542715549469 -34.55178171610132, -58.4542715549469 -34.55182353570265, -58.454209410784664 -34.55190194238479, -58.45425868632583 -34.55190194238479, -58.45444858074188 -34.55200402668754))",-1.0,Argentina,210321300
953337,"POLYGON ((-58.44067055660548 -34.56350665345181, -58.44035447545908 -34.56368627816207, -58.44028923818492 -34.56360843722798, -58.4402977062089 -34.56349052493843, -58.44018514078952 -34.5633562118314, -58.44010622060986 -34.56340106123697, -58.43999064924203 -34.56326314729385, -58.44000366928582 -34.56308163515727, -58.44031846074747 -34.56290274205797, -58.44032143752771 -34.56286129179847, -58.44050503899698 -34.56275695253844, -58.44081958343734 -34.56277225352304, -58.44081664056423 -34.56276874205798, -58.44094298744313 -34.56277489547161, -58.44092455090122 -34.56303191971791, -58.4409240238631 -34.56303129085281, -58.44078788174642 -34.56310865909619, -58.44085420286027 -34.56311188526709, -58.44091999639241 -34.56307449165982, -58.44096889834144 -34.56313284171083, -58.44093189643178 -34.563153871651, -58.44092694123087 -34.56322295198167, -58.44071037346821 -34.56334603750358, -58.4406225401795 -34.5632412346221, -58.4406269810457 -34.56317932463489, -58.44058736227308 -34.56313205134612, -58.44054297684906 -34.56315727512907, -58.44046615899411 -34.5630656063915, -58.44045599000717 -34.56320737207017, -58.44050934888057 -34.56320996769367, -58.44067744910717 -34.56341056557197, -58.44067055660548 -34.56350665345181))",-1.0,Argentina,210321300
956749,"POLYGON ((-58.47721640174441 -34.55194218815286, -58.47728314454695 -34.55184522338234, -58.47732983098107 -34.55186702193153, -58.47735679449203 -34.5518278489869, -58.47746364482753 -34.55187774506453, -58.477369932968 -34.55201387392391, -58.47721640174441 -34.55194218815286))",-1.0,Argentina,210321300
959196,"POLYGON ((-58.47724039619281 -34.55525952818506, -58.47729004528117 -34.55517563441343, -58.47749059791196 -34.55525613915403, -58.4774409430629 -34.55534003053211, -58.47724039619281 -34.55525952818506))",-1.0,Argentina,210321300
1890,"POLYGON ((-58.44355602171079 -34.55624678344583, -58.44350349501232 -34.55634351113768, -58.44345096819828 -34.55632416428115, -58.44341498648481 -34.55639043477494, -58.44345186255961 -34.5564040170871, -58.44341242025105 -34.55647664980383, -58.44332637250552 -34.5564449614109, -58.44333782613726 -34.55642386633079, -58.44326964782073 -34.55639875468249, -58.44329163951366 -34.55635825711404, -58.44324470137538 -34.55634096870102, -58.44330467871973 -34.556230520664, -58.44333931700581 -34.55624327877135, -58.44337384124598 -34.5561796925151, -58.44355602171079 -34.55624678344583))",-1.0,Argentina,210321300
2974,"POLYGON ((-58.46837654250112 -34.56733055661682, -58.46806927739159 -34.56717907708195, -58.46813055921762 -34.56709478681692, -58.46817698249142 -34.56708566864702, -58.46818096031394 -34.5670994055385, -58.46832037244575 -34.56716813483764, -58.4683313389782 -34.5672059951722, -58.46836053365129 -34.56716583929823, -58.46842780698054 -34.56715262977863, -58.46852751782466 -34.56720178656842, -58.46861514274269 -34.56708126262792, -58.46902413303208 -34.56716230106052, -58.46902313935654 -34.56716570164491, -58.4688835444292 -34.56735770760375, -58.46875526108939 -34.56738290413229, -58.46874759491558 -34.56738138514081, -58.46858253973338 -34.56742124623635, -58.46855426356721 -34.56746013862893, -58.46851909647319 -34.56745317055467, -58.46847565856933 -34.56751291709659, -58.46832329324805 -34.56754284358509, -58.46831456118024 -34.56753853875196, -58.46830707028846 -34.56753705449403, -58.46820896044457 -34.56748868718206, -58.46831516489718 -34.56734260844988, -58.46837654250112 -34.56733055661682))",-1.0,Argentina,210321300
7716,"POLYGON ((-58.44704207946589 -34.56482463130818, -58.44705950650269 -34.5646571101715, -58.44707246451805 -34.56463568168192, -58.44707692287669 -34.56459282468619, -58.44711001993243 -34.56453809249268, -58.44714725208063 -34.56454071903957, -58.44719519902571 -34.56446141856004, -58.44719657598863 -34.56444818216244, -58.44721646935488 -34.56441528469475, -58.44723793768114 -34.56441679918296, -58.44735505503994 -34.56446481908782, -58.44736908589135 -34.56446580889697, -58.4473514142556 -34.56463568168192, -58.44720214144962 -34.56488253170816, -58.44717937900174 -34.56488092593483, -58.44704207946589 -34.56482463130818))",-1.0,Argentina,210321300
7760,"POLYGON ((-58.45564615856198 -34.56404097646454, -58.45578495876357 -34.56405875198631, -58.45574586044568 -34.564265787344, -58.45560706024407 -34.56424801186648, -58.45564615856198 -34.56404097646454))",-1.0,Argentina,210321300
9041,"POLYGON ((-58.45135130475296 -34.55657318827886, -58.45080463868253 -34.55721274482102, -58.45065936764025 -34.55712852490414, -58.450961107111 -34.55677551357606, -58.45076561891833 -34.55666217998599, -58.45071725130333 -34.55671876644993, -58.45079877569599 -34.55687756542268, -58.4507429763639 -34.55694284626304, -58.45024797873839 -34.55665587341366, -58.45041516066569 -34.55646028284831, -58.45050630766528 -34.5564536683645, -58.45049908515653 -34.55638616377914, -58.45037234170017 -34.5563126843811, -58.45019559054576 -34.55651947059171, -58.45002391787678 -34.55641994366944, -58.45004456233201 -34.55661304853162, -58.44986300375811 -34.55650779038844, -58.44985665383982 -34.55644844143981, -58.45026419076015 -34.55597165120652, -58.45030364709263 -34.55599452607841, -58.45026829686175 -34.5560358835198, -58.45046557852407 -34.55615025772795, -58.45078499311028 -34.55577656347113, -58.45107015478585 -34.55594188665485, -58.45107520481882 -34.5559359784435, -58.45115312642917 -34.55598115363507, -58.45117781998039 -34.55621195078209, -58.4512840795905 -34.55627355476872, -58.45100318254821 -34.55637136506057, -58.45135130475296 -34.55657318827886))",-1.0,Argentina,210321300
9667,"POLYGON ((-58.44367145603135 -34.55855317872097, -58.44329591839277 -34.55839637757624, -58.4433036366438 -34.55838384036052, -58.44335964599021 -34.55839279252682, -58.44337544247011 -34.55832576221309, -58.4433036658013 -34.55829579268445, -58.44338780194666 -34.55825148239346, -58.44340390039335 -34.55822533267811, -58.44352451770365 -34.55816180952471, -58.44343773528971 -34.55805004853831, -58.44345667163043 -34.55796969429495, -58.44347578714049 -34.55793864366849, -58.44364189254949 -34.55802173579507, -58.44360078407129 -34.55808851101831, -58.4436605286956 -34.55811345676705, -58.44360394254723 -34.55820537327955, -58.44361166331997 -34.55821531630897, -58.4436428937696 -34.55819886878318, -58.4436889144584 -34.55821808422006, -58.44367605223265 -34.55820151988199, -58.44368842702819 -34.55814719478464, -58.44373179489232 -34.55816530257488, -58.44374461194452 -34.55815855246679, -58.44377017720437 -34.55819147614515, -58.44380408415923 -34.55817361903181, -58.44382311030324 -34.55809291294231, -58.44385110955703 -34.55807816710526, -58.44395170819591 -34.55812017102532, -58.44383496845737 -34.55818165208552, -58.44387134098758 -34.5582284936612, -58.44367145603135 -34.55855317872097))",-1.0,Argentina,210321300
13384,"POLYGON ((-58.469362034687535 -34.55798964334558, -58.46941359843453 -34.55800846271967, -58.46936292780809 -34.55810262517082, -58.469210478469165 -34.558046985332936, -58.46928598763796 -34.55790666468468, -58.46931289046249 -34.55791648349887, -58.46933872254656 -34.55786847901787, -58.46941270531397 -34.55789548076649, -58.469362034687535 -34.55798964334558))",-1.0,Argentina,210321300
15886,"POLYGON ((-58.47764000564045 -34.55275527355718, -58.47751133730576 -34.55294465733461, -58.47748398271946 -34.55293204924884, -58.47734175006229 -34.55314137136949, -58.47718038617933 -34.55306700609992, -58.47722039434436 -34.55300812655692, -58.47707741368858 -34.5529422331779, -58.47715221390626 -34.55283215038371, -58.47716651154539 -34.55283874036027, -58.47720602079706 -34.55278059490281, -58.47736205282584 -34.55285250321204, -58.4773979772166 -34.55279962696397, -58.47727746494959 -34.5527440811764, -58.47735812108363 -34.55262536514805, -58.47764000564045 -34.55275527355718))",-1.0,Argentina,210321300
17129,"POLYGON ((-58.44222685656558 -34.56560787723153, -58.44236467993454 -34.56551831607027, -58.44242303213961 -34.56550303084873, -58.442424871937504 -34.565469417805076, -58.442461619041346 -34.565459791983145, -58.44241974397597 -34.56541609385961, -58.44242305350364 -34.565355628831384, -58.44241974754502 -34.56534707052519, -58.44235554621952 -34.565363887941345, -58.44236581061453 -34.56517635731423, -58.44242250898575 -34.56510780241513, -58.44247764175984 -34.56509336044466, -58.44248062984258 -34.56503876800117, -58.442584329307934 -34.56497138097586, -58.44263174339735 -34.56497314082996, -58.44262901659746 -34.565022959661334, -58.44282158861965 -34.5651309620861, -58.442808744168985 -34.565365630424665, -58.44271964552434 -34.56547337172039, -58.442666162985525 -34.56547138663743, -58.44265970117514 -34.56558944362567, -58.442576148571845 -34.56564373821607, -58.44253600980235 -34.565621229183165, -58.44249417729921 -34.56564841299355, -58.442482747912614 -34.565856903078256, -58.44250689022732 -34.56588209631357, -58.442504074784466 -34.56593353409596, -58.442442855215674 -34.56597331595573, -58.44237139590794 -34.565970663654554, -58.44223791857383 -34.56589581246004, -58.44223932610647 -34.565870097010475, -58.44221330278059 -34.56585550368128, -58.44222685656558 -34.56560787723153))",-1.0,Argentina,210321300
17430,"POLYGON ((-58.44634210575136 -34.55510842357151, -58.44631002292729 -34.555089649471, -58.44643413279937 -34.55494579181961, -58.44649651606842 -34.55498229707423, -58.44643446113237 -34.55505422589948, -58.44640416068741 -34.55503649479313, -58.44634210575136 -34.55510842357151))",-1.0,Argentina,210321300
